request_id,hospital_id,blood_type,units_requested,units_fulfilled,date,urgency_level,fulfillment_rate
2228,56,O+,4,3,2024-09-30,Routine,0.66
2229,62,A+,1,1,2023-03-20,Routine,0.893
2230,48,B+,3,3,2023-06-23,Urgent,0.859
2231,70,A+,1,1,2023-09-22,Routine,0.644
2232,26,O+,7,6,2024-03-07,Routine,0.827
2233,14,A+,5,4,2023-07-03,Routine,0.869
2234,9,O+,8,7,2024-06-13,Routine,0.862
2235,27,O+,3,3,2023-12-17,Emergency,0.872
2236,27,O+,10,6,2023-08-24,Urgent,0.627
2237,50,B+,4,3,2023-08-15,Urgent,0.835
2238,39,O+,5,3,2022-03-03,Routine,0.621
2239,59,O+,8,8,2024-02-05,Urgent,0.977
2240,78,O+,1,1,2023-06-27,Routine,0.723
2241,78,AB-,2,1,2022-11-25,Urgent,0.357
2242,13,A+,5,4,2022-02-07,Routine,0.853
2243,37,A-,9,4,2022-03-01,Routine,0.436
2244,33,A+,1,1,2024-05-25,Routine,0.864
2245,57,O+,9,9,2023-08-27,Urgent,0.952
2246,11,A+,8,6,2023-05-09,Routine,0.725
2247,56,B+,3,3,2023-01-25,Urgent,0.948
2248,21,O+,4,4,2022-11-23,Emergency,0.936
2249,36,A+,9,7,2022-08-14,Urgent,0.804
2250,79,A+,10,10,2024-06-24,Routine,0.98
2251,51,O+,7,6,2024-10-13,Routine,0.831
2252,75,O+,5,3,2024-10-04,Urgent,0.649
2253,13,B+,4,3,2023-06-11,Routine,0.799
2254,23,AB+,2,2,2022-10-27,Urgent,0.851
2255,54,AB+,9,6,2024-07-29,Routine,0.721
2256,27,B+,3,2,2024-09-18,Emergency,0.751
2257,39,A+,4,4,2024-03-31,Urgent,0.901
2258,21,O+,5,3,2022-06-04,Emergency,0.505
2259,58,O+,7,7,2022-07-27,Urgent,0.986
2260,20,A+,5,5,2024-12-25,Emergency,0.954
2261,24,A+,5,3,2023-01-12,Urgent,0.653
2262,60,A+,5,3,2022-08-11,Routine,0.665
2263,45,AB+,2,1,2024-10-01,Routine,0.651
2264,71,A+,5,4,2022-05-06,Emergency,0.776
2265,2,O+,1,1,2023-11-19,Routine,0.958
2266,36,A+,8,7,2022-01-28,Urgent,0.846
2267,76,O+,2,2,2022-04-29,Urgent,0.875
2268,3,O+,4,3,2023-09-18,Urgent,0.719
2269,53,O+,3,3,2023-10-04,Urgent,0.967
2270,53,O+,1,1,2024-10-27,Routine,0.842
2271,68,A+,4,4,2022-01-19,Routine,0.881
2272,41,A+,10,6,2024-03-31,Routine,0.6
2273,57,B+,6,5,2024-04-01,Routine,0.862
2274,75,A+,5,4,2022-08-22,Urgent,0.794
2275,39,O+,4,2,2024-06-10,Urgent,0.603
2276,8,O+,9,6,2023-11-10,Routine,0.642
2277,28,B+,7,6,2024-01-20,Emergency,0.867
2278,14,A+,8,6,2024-06-12,Routine,0.758
2279,33,O+,10,8,2022-04-15,Urgent,0.775
2280,5,O+,4,3,2023-06-06,Routine,0.777
2281,23,O+,2,1,2023-11-18,Routine,0.636
2282,58,O+,1,1,2023-04-03,Routine,0.625
2283,9,O+,2,2,2023-08-24,Emergency,0.972
2284,63,A+,9,6,2023-10-28,Routine,0.708
2285,31,A+,6,4,2024-08-13,Routine,0.613
2286,24,A+,2,2,2023-06-01,Urgent,0.803
2287,16,AB+,1,1,2023-01-05,Urgent,0.923
2288,15,O+,4,2,2023-06-01,Routine,0.603
2289,61,B+,2,2,2022-08-02,Routine,0.948
2290,15,AB+,5,4,2023-08-15,Urgent,0.875
2291,8,B+,3,2,2022-09-23,Routine,0.668
2292,66,A+,9,6,2024-05-11,Routine,0.704
2293,64,O+,6,5,2023-10-06,Routine,0.777
2294,77,O+,8,5,2023-10-15,Emergency,0.59
2295,42,AB+,2,1,2022-12-26,Urgent,0.666
2296,51,O+,2,1,2024-06-20,Emergency,0.56
2297,48,B+,4,3,2023-07-12,Emergency,0.698
2298,36,O+,9,9,2023-02-08,Routine,0.991
2299,37,A+,6,6,2022-06-23,Routine,0.941
2300,41,A+,7,7,2023-02-17,Emergency,0.999
2301,47,A+,1,1,2023-07-21,Urgent,0.976
2302,76,AB+,2,2,2023-12-09,Routine,0.873
2303,53,A+,6,4,2024-03-22,Emergency,0.672
2304,2,O+,4,4,2022-12-02,Routine,0.983
2305,51,O-,5,2,2024-07-07,Routine,0.304
2306,40,A+,9,9,2024-03-25,Routine,0.997
2307,24,O+,7,7,2023-10-08,Routine,0.94
2308,23,B+,2,2,2024-10-29,Routine,0.819
2309,56,O+,8,6,2024-03-31,Urgent,0.739
2310,62,A+,7,6,2023-02-13,Routine,0.815
2311,9,O-,1,0,2024-01-15,Routine,0.304
2312,61,A+,7,5,2023-12-03,Routine,0.759
2313,53,B+,4,4,2023-07-29,Urgent,0.907
2314,62,A+,3,3,2024-05-30,Emergency,0.888
2315,71,O+,9,8,2022-08-20,Urgent,0.863
2316,11,B+,3,2,2023-03-24,Routine,0.648
2317,64,O+,9,7,2022-04-14,Urgent,0.791
2318,71,B-,5,3,2023-09-24,Routine,0.681
2319,62,O+,7,7,2023-01-27,Urgent,0.943
2320,78,B+,4,3,2022-03-26,Routine,0.632
2321,5,A+,9,7,2024-03-18,Routine,0.755
2322,2,B+,2,2,2023-03-29,Routine,0.802
2323,31,O+,2,2,2024-08-13,Emergency,0.951
2324,20,O+,10,6,2024-05-22,Routine,0.649
2325,71,O+,1,1,2022-12-10,Routine,0.776
2326,32,A+,1,1,2022-07-15,Urgent,0.677
2327,79,O+,1,1,2022-12-15,Routine,0.943
2328,23,A+,3,2,2022-06-02,Routine,0.779
2329,67,O+,4,3,2024-08-02,Emergency,0.813
2330,4,AB+,3,3,2024-12-05,Urgent,0.97
2331,43,O+,8,4,2023-02-07,Emergency,0.555
2332,13,B+,5,5,2023-02-17,Urgent,0.992
2333,73,O+,1,1,2024-08-14,Urgent,0.91
2334,37,AB+,8,5,2024-02-06,Urgent,0.684
2335,48,O+,3,3,2024-10-16,Urgent,0.957
2336,60,A+,6,5,2023-07-24,Routine,0.906
2337,30,O+,2,2,2023-07-27,Routine,0.949
2338,8,A+,2,2,2023-12-01,Emergency,0.791
2339,27,A+,5,4,2022-12-30,Routine,0.778
2340,76,AB+,6,4,2024-09-06,Routine,0.72
2341,78,O+,2,2,2024-11-08,Urgent,0.763
2342,72,A+,6,5,2022-07-16,Routine,0.763
2343,53,O+,9,9,2023-11-28,Routine,0.992
2344,10,B+,7,7,2023-09-03,Routine,0.935
2345,51,O+,9,6,2024-03-15,Urgent,0.674
2346,67,O+,8,7,2022-06-27,Routine,0.879
2347,53,O+,7,4,2024-11-01,Routine,0.636
2348,15,O+,5,4,2024-06-11,Routine,0.879
2349,66,A+,1,1,2024-09-21,Routine,0.968
2350,78,B+,5,4,2023-09-22,Emergency,0.793
2351,20,B+,4,2,2022-01-11,Routine,0.611
2352,62,O+,7,5,2023-09-28,Urgent,0.71
2353,57,O+,9,9,2024-07-14,Routine,0.964
2354,73,AB-,4,2,2024-06-17,Routine,0.465
2355,24,A+,2,2,2024-06-17,Routine,0.933
2356,10,B+,6,5,2022-03-08,Urgent,0.869
2357,17,AB+,3,3,2024-02-27,Routine,0.922
2358,22,O+,1,1,2024-02-16,Urgent,0.85
2359,52,B-,1,1,2022-11-29,Routine,0.593
2360,64,O+,10,8,2022-10-15,Emergency,0.822
2361,78,O+,6,4,2024-01-11,Urgent,0.622
2362,9,O+,3,2,2023-11-24,Routine,0.686
2363,46,O+,4,3,2022-03-05,Urgent,0.68
2364,25,B+,8,7,2023-10-22,Urgent,0.903
2365,64,O+,10,9,2023-10-22,Emergency,0.88
2366,35,O+,5,3,2023-06-05,Urgent,0.605
2367,8,O+,6,5,2022-05-05,Urgent,0.797
2368,31,AB+,8,7,2023-03-13,Routine,0.932
2369,24,O+,7,5,2022-07-09,Routine,0.738
2370,39,O+,2,1,2022-02-07,Routine,0.633
2371,26,O+,5,4,2023-12-12,Urgent,0.85
2372,60,A+,1,1,2022-05-23,Urgent,0.615
2373,58,O+,7,7,2023-07-25,Urgent,0.945
2374,12,O+,8,6,2023-07-28,Urgent,0.769
2375,55,A+,4,3,2022-01-12,Routine,0.863
2376,47,O+,5,4,2023-02-02,Routine,0.795
2377,11,O+,5,5,2024-08-19,Urgent,0.988
2378,25,B+,2,1,2024-12-18,Routine,0.733
2379,19,O+,3,2,2023-01-12,Routine,0.783
2380,65,AB+,10,9,2024-01-23,Routine,0.906
2381,21,B+,2,2,2023-06-30,Urgent,0.89
2382,63,O+,5,4,2022-04-30,Emergency,0.844
2383,58,B+,10,8,2023-08-27,Routine,0.762
2384,56,A+,5,4,2022-01-14,Urgent,0.713
2385,52,A+,7,5,2022-12-20,Urgent,0.755
2386,35,O+,8,5,2022-12-08,Urgent,0.607
2387,9,A+,8,7,2023-01-19,Emergency,0.881
2388,14,AB+,9,6,2024-02-29,Routine,0.647
2389,77,A+,9,9,2022-04-06,Routine,0.945
2390,50,B+,8,6,2023-11-09,Urgent,0.73
2391,21,A+,1,1,2022-04-05,Routine,0.883
2392,37,A+,2,2,2022-08-22,Routine,0.875
2393,13,B+,6,5,2023-02-28,Routine,0.77
2394,25,O+,5,4,2024-03-11,Urgent,0.746
2395,69,A+,10,6,2024-10-01,Urgent,0.623
2396,58,B+,7,6,2022-06-19,Routine,0.827
2397,12,B+,5,4,2022-10-24,Urgent,0.799
2398,61,O+,1,1,2022-05-04,Urgent,0.697
2399,41,B+,10,6,2023-02-09,Routine,0.646
2400,54,B+,8,6,2022-12-21,Routine,0.732
2401,27,A+,1,1,2023-01-12,Routine,0.754
2402,53,B+,9,5,2024-10-01,Emergency,0.603
2403,24,A+,6,6,2024-01-05,Urgent,0.923
2404,74,AB+,1,1,2022-06-12,Routine,0.644
2405,20,A+,2,1,2023-04-30,Routine,0.637
2406,13,A+,3,3,2023-10-01,Routine,0.918
2407,58,O-,1,0,2022-08-09,Routine,0.395
2408,55,AB+,7,5,2024-05-29,Routine,0.675
2409,48,B+,8,6,2024-03-25,Routine,0.728
2410,57,O+,5,5,2024-02-25,Emergency,0.998
2411,7,O+,6,6,2023-12-05,Routine,0.937
2412,62,B+,3,3,2023-09-19,Routine,0.856
2413,62,A+,1,1,2024-05-14,Urgent,0.826
2414,21,A+,5,4,2023-02-13,Urgent,0.885
2415,66,O+,2,2,2022-11-20,Urgent,0.912
2416,71,A+,3,3,2023-09-28,Routine,0.947
2417,41,B+,9,8,2023-01-05,Routine,0.907
2418,31,AB+,8,5,2022-06-04,Routine,0.63
2419,71,O+,8,6,2022-11-01,Routine,0.8
2420,26,O+,6,4,2022-12-30,Routine,0.688
2421,80,A+,10,7,2023-08-06,Routine,0.74
2422,61,O+,9,8,2024-08-06,Routine,0.908
2423,32,A+,2,2,2024-10-23,Urgent,0.865
2424,68,B+,9,7,2024-02-18,Routine,0.806
2425,75,B+,5,3,2024-11-07,Urgent,0.608
2426,60,B+,4,4,2023-06-05,Routine,0.983
2427,49,O+,10,8,2023-07-18,Routine,0.827
2428,6,O+,4,3,2024-12-27,Routine,0.717
2429,47,O-,8,5,2024-11-22,Routine,0.605
2430,17,O+,4,4,2024-09-07,Urgent,0.885
2431,28,A+,10,10,2024-04-16,Routine,0.978
2432,12,B+,10,8,2024-08-13,Routine,0.84
2433,27,O+,9,6,2024-03-02,Routine,0.614
2434,28,O-,3,2,2023-02-13,Routine,0.591
2435,24,A+,1,1,2024-08-28,Routine,0.762
2436,45,O+,5,4,2023-06-27,Emergency,0.864
2437,64,B+,6,4,2022-02-22,Routine,0.699
2438,71,B+,4,4,2022-06-26,Routine,0.954
2439,71,A+,6,6,2024-07-06,Routine,0.977
2440,44,O+,1,1,2024-10-24,Routine,0.715
2441,18,O+,6,6,2023-01-06,Routine,0.984
2442,58,O+,4,3,2022-06-29,Emergency,0.719
2443,49,O+,10,8,2024-08-18,Routine,0.81
2444,48,B+,6,5,2024-07-01,Routine,0.905
2445,60,O+,5,4,2023-06-02,Routine,0.744
2446,50,O-,9,4,2023-02-01,Emergency,0.45
2447,78,O+,5,5,2024-01-18,Urgent,1.0
2448,8,A+,4,3,2023-05-20,Routine,0.763
2449,33,A+,5,3,2023-09-04,Urgent,0.64
2450,19,O+,7,4,2022-04-26,Urgent,0.612
2451,55,O+,6,4,2023-08-04,Routine,0.647
2452,74,O+,1,1,2024-03-01,Urgent,0.787
2453,51,O+,10,8,2024-01-16,Routine,0.826
2454,36,B+,10,6,2023-03-26,Routine,0.64
2455,45,B+,4,3,2024-08-27,Routine,0.779
2456,57,B+,9,6,2024-07-01,Routine,0.622
2457,46,A+,1,1,2022-11-14,Routine,0.946
2458,42,A+,7,6,2023-04-20,Urgent,0.833
2459,60,B+,5,3,2023-08-01,Urgent,0.649
2460,3,O+,1,1,2022-08-21,Routine,0.856
2461,36,B+,1,1,2022-08-14,Emergency,0.542
2462,19,B-,7,2,2023-02-13,Urgent,0.351
2463,27,AB+,10,5,2024-05-09,Emergency,0.513
2464,63,B+,3,2,2023-10-24,Routine,0.805
2465,38,O+,9,9,2024-11-26,Routine,0.975
2466,37,B+,2,2,2022-11-20,Routine,0.91
2467,12,B+,8,5,2023-08-20,Routine,0.686
2468,52,O+,3,3,2023-05-13,Urgent,0.883
2469,75,B+,9,9,2022-01-10,Urgent,0.973
2470,9,O+,5,5,2023-09-05,Routine,0.919
2471,42,O+,6,5,2022-05-01,Routine,0.891
2472,34,O+,1,1,2024-03-07,Urgent,0.852
2473,13,B+,2,1,2023-02-15,Routine,0.699
2474,44,O+,1,1,2024-03-05,Urgent,0.981
2475,68,A+,3,3,2022-06-19,Emergency,0.863
2476,33,O+,2,1,2023-12-01,Emergency,0.645
2477,53,B+,8,6,2023-06-22,Emergency,0.793
2478,11,B+,7,7,2022-06-21,Routine,0.979
2479,39,O+,1,1,2023-12-27,Routine,0.621
2480,75,O+,4,3,2023-10-09,Routine,0.858
2481,77,O+,8,6,2023-09-16,Routine,0.787
2482,20,O+,6,4,2024-06-27,Routine,0.655
2483,2,O-,4,1,2023-01-08,Routine,0.26
2484,20,O+,1,1,2024-05-26,Urgent,0.652
2485,22,O+,3,3,2024-04-04,Urgent,0.938
2486,20,O+,9,8,2022-10-30,Routine,0.863
2487,74,O+,1,1,2024-02-22,Urgent,0.852
2488,37,A+,7,5,2022-06-24,Emergency,0.649
2489,8,B+,3,3,2024-09-15,Urgent,0.89
2490,49,O+,9,6,2024-01-03,Urgent,0.659
2491,65,A+,3,2,2024-11-29,Emergency,0.641
2492,9,B+,6,6,2022-09-24,Urgent,0.932
2493,34,A+,3,2,2022-12-04,Urgent,0.63
2494,54,O+,9,7,2023-06-20,Routine,0.785
2495,8,O+,4,3,2024-11-04,Routine,0.708
2496,52,A+,8,8,2022-07-20,Urgent,0.973
2497,37,A+,5,4,2023-10-08,Routine,0.701
2498,52,B+,5,5,2024-11-10,Emergency,0.994
2499,27,O+,8,4,2024-08-04,Emergency,0.528
2500,35,AB+,10,6,2022-01-19,Routine,0.603
2501,61,A+,6,4,2023-12-29,Routine,0.646
2502,52,A+,2,2,2024-01-27,Routine,0.999
2503,69,O+,1,1,2022-10-21,Routine,0.861
2504,16,O+,5,4,2022-08-19,Urgent,0.778
2505,52,O+,3,2,2023-07-26,Routine,0.718
2506,22,A+,2,2,2024-05-21,Routine,0.898
2507,80,A+,2,2,2023-04-26,Routine,0.863
2508,35,O+,9,7,2023-01-04,Urgent,0.805
2509,58,A+,2,2,2022-03-16,Urgent,0.931
2510,51,O+,4,3,2024-04-11,Urgent,0.718
2511,17,AB+,2,1,2024-08-23,Routine,0.651
2512,37,O+,4,3,2022-02-18,Routine,0.811
2513,32,O+,2,2,2022-06-26,Routine,0.873
2514,40,A+,6,5,2024-01-30,Routine,0.825
2515,52,A+,2,1,2022-07-10,Urgent,0.744
2516,77,B+,3,2,2024-10-25,Emergency,0.52
2517,20,B+,8,5,2022-10-28,Urgent,0.613
2518,23,B+,8,5,2022-01-12,Routine,0.68
2519,37,B+,3,3,2024-02-15,Emergency,0.898
2520,43,B+,8,7,2022-07-22,Routine,0.874
2521,5,A+,5,3,2023-04-06,Urgent,0.667
2522,49,O+,6,4,2022-08-30,Routine,0.676
2523,7,O+,10,8,2022-11-29,Urgent,0.808
2524,62,B+,4,4,2024-04-18,Routine,0.91
2525,12,O+,4,3,2022-12-23,Urgent,0.852
2526,17,O+,10,10,2023-04-10,Urgent,0.988
2527,47,B+,2,1,2023-08-01,Routine,0.619
2528,76,A+,8,7,2023-04-26,Routine,0.832
2529,50,O+,7,4,2022-03-01,Urgent,0.624
2530,29,O+,1,1,2024-12-09,Routine,0.722
2531,34,O+,3,3,2022-08-16,Urgent,0.834
2532,4,B-,3,2,2023-09-15,Urgent,0.633
2533,25,O+,10,8,2022-03-21,Routine,0.834
2534,16,AB+,3,3,2022-04-09,Routine,0.926
2535,12,A+,9,7,2023-01-06,Urgent,0.813
2536,50,B+,6,4,2023-02-20,Routine,0.726
2537,10,O+,8,5,2023-01-11,Routine,0.685
2538,76,AB+,4,4,2023-01-10,Emergency,0.943
2539,67,A+,6,5,2024-03-27,Emergency,0.792
2540,33,O+,2,2,2024-06-15,Urgent,0.859
2541,32,O+,7,6,2024-07-26,Emergency,0.872
2542,4,B+,7,7,2022-07-07,Emergency,0.97
2543,29,A+,5,5,2023-03-08,Routine,0.981
2544,58,A+,1,1,2022-10-22,Routine,0.833
2545,20,A+,4,3,2024-10-24,Routine,0.659
2546,19,B+,9,6,2022-01-12,Routine,0.636
2547,39,A+,3,2,2023-01-28,Routine,0.697
2548,75,B+,3,3,2022-02-24,Routine,0.936
2549,50,A+,8,7,2022-03-02,Urgent,0.832
2550,59,AB+,9,6,2022-02-11,Urgent,0.661
2551,79,O+,8,6,2024-04-14,Routine,0.733
2552,11,O+,2,1,2023-08-04,Routine,0.672
2553,53,O+,2,2,2024-10-07,Urgent,0.86
2554,28,O+,7,6,2024-03-24,Emergency,0.839
2555,32,O+,4,3,2023-02-17,Routine,0.634
2556,39,O+,9,9,2024-02-18,Routine,0.966
2557,32,O+,10,6,2022-10-03,Emergency,0.596
2558,8,B+,9,9,2022-08-23,Emergency,0.986
2559,46,O+,6,5,2022-12-09,Urgent,0.775
2560,5,O+,2,2,2023-05-04,Urgent,0.811
2561,52,A+,2,2,2023-10-16,Routine,0.984
2562,51,O+,10,8,2022-03-10,Urgent,0.812
2563,8,B+,6,5,2023-09-14,Routine,0.789
2564,38,O+,9,6,2022-07-02,Urgent,0.631
2565,54,O+,5,3,2024-05-03,Emergency,0.682
2566,7,O+,6,5,2022-01-08,Routine,0.783
2567,66,A+,1,1,2022-04-01,Urgent,0.607
2568,65,O+,9,6,2023-11-19,Urgent,0.711
2569,67,O+,2,2,2023-02-01,Routine,0.836
2570,34,B+,3,2,2024-06-21,Routine,0.665
2571,4,O+,7,4,2022-06-05,Routine,0.626
2572,45,B+,8,7,2022-01-20,Urgent,0.871
2573,80,A+,9,6,2022-07-02,Urgent,0.704
2574,9,O+,8,6,2023-10-25,Urgent,0.743
2575,62,AB+,8,7,2024-11-29,Routine,0.905
2576,20,B-,10,7,2024-02-09,Routine,0.667
2577,29,B+,8,6,2024-12-09,Urgent,0.725
2578,26,A+,4,2,2023-02-19,Emergency,0.519
2579,65,O+,3,3,2023-01-18,Routine,0.859
2580,45,A+,9,9,2022-01-27,Urgent,0.971
2581,7,B+,9,7,2022-12-08,Urgent,0.742
2582,63,B+,10,5,2024-07-04,Emergency,0.526
2583,59,A+,9,7,2022-10-26,Routine,0.813
2584,19,A+,6,5,2024-11-24,Urgent,0.777
2585,73,O-,6,3,2022-08-06,Urgent,0.463
2586,31,O+,4,4,2024-08-20,Routine,0.913
2587,5,O+,3,2,2022-04-02,Urgent,0.797
2588,55,O+,8,7,2023-04-03,Emergency,0.862
2589,70,B+,10,7,2023-08-07,Emergency,0.671
2590,44,AB+,2,2,2024-11-02,Routine,0.785
2591,76,O+,5,3,2022-10-14,Urgent,0.644
2592,43,O+,9,8,2022-03-06,Urgent,0.907
2593,77,O-,3,2,2023-06-22,Emergency,0.662
2594,67,O+,1,1,2023-04-30,Routine,0.937
2595,78,A+,1,1,2024-02-29,Routine,0.679
2596,59,B+,8,8,2022-07-20,Urgent,0.975
2597,21,O+,4,3,2022-03-16,Routine,0.829
2598,3,O+,1,1,2024-01-14,Routine,0.99
2599,55,B+,8,8,2022-03-25,Routine,0.957
2600,67,A+,10,7,2022-03-25,Routine,0.669
2601,11,A+,2,2,2024-03-28,Routine,0.894
2602,16,O+,5,4,2022-12-02,Urgent,0.833
2603,30,O-,7,2,2022-05-15,Urgent,0.226
2604,27,O+,9,8,2023-07-26,Emergency,0.93
2605,41,O-,2,1,2022-08-11,Urgent,0.259
2606,78,O+,6,6,2022-10-29,Emergency,0.998
2607,20,B+,5,3,2022-01-10,Routine,0.639
2608,28,O+,9,9,2024-06-28,Urgent,0.947
2609,35,B+,6,4,2022-02-13,Routine,0.637
2610,64,A+,3,2,2022-09-04,Emergency,0.649
2611,44,O+,4,3,2023-11-06,Routine,0.786
2612,37,A+,3,3,2023-01-30,Routine,0.986
2613,9,AB-,8,5,2023-02-19,Routine,0.646
2614,6,O+,9,7,2023-09-30,Routine,0.74
2615,38,A-,10,4,2023-09-11,Routine,0.398
2616,30,O+,8,7,2022-07-27,Routine,0.815
2617,6,A+,9,6,2023-01-03,Emergency,0.635
2618,33,A+,2,2,2024-08-31,Urgent,0.819
2619,37,B+,4,3,2024-02-22,Routine,0.857
2620,52,O-,1,1,2023-04-15,Routine,0.576
2621,6,O+,5,4,2023-10-03,Urgent,0.73
2622,60,O+,9,9,2022-12-05,Routine,0.983
2623,73,O+,10,7,2022-05-14,Urgent,0.665
2624,45,B+,7,5,2022-06-08,Emergency,0.713
2625,3,O+,7,5,2024-12-13,Urgent,0.691
2626,33,B+,7,6,2023-04-16,Urgent,0.861
2627,21,A+,4,2,2024-01-17,Routine,0.617
2628,35,B+,3,3,2022-03-06,Urgent,0.915
2629,47,A+,1,1,2023-03-22,Urgent,0.981
2630,53,O-,5,2,2024-10-22,Emergency,0.36
2631,51,A+,4,3,2022-03-20,Routine,0.637
2632,59,A+,4,3,2023-01-28,Urgent,0.757
2633,70,B+,9,9,2024-03-01,Urgent,0.947
2634,14,A+,10,9,2023-01-31,Emergency,0.858
2635,24,O+,10,7,2024-04-23,Urgent,0.693
2636,62,A+,8,5,2024-04-03,Emergency,0.587
2637,22,B+,3,2,2022-01-14,Routine,0.686
2638,72,A+,7,6,2022-05-27,Urgent,0.822
2639,34,A+,6,4,2024-06-24,Emergency,0.723
2640,5,O+,10,9,2022-07-31,Routine,0.897
2641,69,A+,3,2,2023-05-08,Emergency,0.512
2642,46,B+,1,1,2022-04-06,Urgent,0.657
2643,7,AB+,5,4,2024-12-05,Urgent,0.813
2644,17,A+,7,5,2022-11-30,Urgent,0.757
2645,12,O+,1,1,2024-06-05,Routine,0.671
2646,24,A+,6,4,2023-11-27,Routine,0.719
2647,4,O+,7,5,2022-07-06,Urgent,0.757
2648,61,AB+,6,5,2023-01-02,Routine,0.774
2649,50,A+,10,9,2023-10-29,Urgent,0.95
2650,29,A+,4,3,2024-06-12,Routine,0.836
2651,54,A+,5,4,2024-02-06,Emergency,0.869
2652,51,O+,8,6,2024-09-11,Urgent,0.756
2653,48,AB+,9,6,2022-05-14,Emergency,0.676
2654,22,AB+,2,1,2023-09-27,Emergency,0.679
2655,8,O+,5,4,2022-02-14,Urgent,0.836
2656,6,A+,4,2,2022-04-26,Urgent,0.609
2657,15,AB+,5,5,2024-08-03,Routine,0.948
2658,28,A+,10,6,2024-08-21,Routine,0.623
2659,66,AB+,1,1,2024-05-17,Routine,0.756
2660,29,B+,10,10,2024-09-22,Routine,0.954
2661,62,A+,1,1,2024-03-17,Routine,0.815
2662,5,A+,10,6,2022-04-27,Emergency,0.578
2663,40,O+,4,4,2022-11-14,Urgent,0.91
2664,76,A+,4,3,2022-09-13,Urgent,0.77
2665,66,A+,4,3,2024-10-30,Emergency,0.77
2666,51,A+,8,5,2024-10-26,Routine,0.653
2667,67,O+,4,3,2024-03-08,Emergency,0.632
2668,41,A+,10,9,2023-11-05,Routine,0.913
2669,77,O+,6,4,2022-11-12,Urgent,0.728
2670,31,B+,9,8,2023-02-14,Emergency,0.901
2671,62,B+,9,6,2024-02-04,Emergency,0.701
2672,13,A+,5,3,2023-12-29,Routine,0.691
2673,50,A+,6,5,2024-04-02,Urgent,0.834
2674,66,O+,6,4,2022-11-24,Urgent,0.677
2675,46,AB+,10,7,2022-02-03,Routine,0.731
2676,48,B+,2,2,2023-08-16,Routine,0.782
2677,68,A+,3,2,2024-01-02,Urgent,0.749
2678,43,A+,5,5,2023-01-01,Routine,0.903
2679,75,O+,7,5,2024-02-24,Urgent,0.665
2680,70,O+,2,1,2022-01-28,Urgent,0.677
2681,32,O+,9,9,2023-04-02,Urgent,0.968
2682,46,O+,5,4,2023-03-02,Routine,0.809
2683,44,A+,9,7,2022-09-06,Urgent,0.802
2684,46,O+,1,1,2023-02-05,Urgent,0.938
2685,45,A+,6,5,2024-03-08,Routine,0.805
2686,78,A+,6,4,2023-05-01,Routine,0.635
2687,22,B+,6,5,2022-10-03,Urgent,0.862
2688,52,A+,8,5,2022-05-24,Urgent,0.679
2689,40,AB+,4,3,2022-09-26,Urgent,0.709
2690,29,O+,3,3,2024-07-19,Urgent,0.847
2691,67,B+,7,7,2023-05-30,Urgent,0.963
2692,49,A+,1,1,2022-03-28,Emergency,0.946
2693,49,A+,4,3,2023-03-05,Routine,0.674
2694,40,B+,2,2,2023-10-26,Urgent,0.981
2695,68,O+,7,5,2022-12-21,Routine,0.674
2696,49,A+,6,5,2023-11-11,Routine,0.753
2697,69,O+,1,1,2023-09-03,Routine,0.966
2698,58,B+,1,1,2023-12-30,Emergency,0.653
2699,50,O+,3,3,2023-01-05,Urgent,0.995
2700,29,A+,6,4,2022-04-05,Emergency,0.68
2701,69,O+,2,1,2022-01-07,Routine,0.678
2702,61,O+,8,7,2023-05-19,Routine,0.936
2703,68,A+,2,2,2023-07-31,Urgent,0.88
2704,8,B+,1,1,2022-07-16,Routine,0.914
2705,43,O+,5,3,2023-11-15,Urgent,0.675
2706,61,A+,7,6,2022-10-13,Routine,0.81
2707,29,O+,6,5,2023-03-29,Urgent,0.896
2708,73,A+,10,7,2022-07-23,Urgent,0.669
2709,67,O+,2,2,2022-08-09,Routine,0.927
2710,25,O+,9,7,2022-11-08,Routine,0.723
2711,59,A+,4,3,2023-08-20,Routine,0.729
2712,48,O+,6,5,2023-04-09,Urgent,0.832
2713,56,O+,2,1,2024-08-04,Routine,0.679
2714,54,A+,8,6,2022-08-29,Emergency,0.8
2715,39,O+,1,1,2023-08-16,Routine,0.701
2716,54,O+,1,1,2024-12-23,Routine,0.825
2717,51,A+,1,1,2024-03-21,Routine,0.783
2718,68,O+,5,5,2022-04-21,Routine,0.965
2719,29,O+,10,10,2022-01-04,Routine,0.966
2720,59,O+,2,2,2022-08-11,Routine,0.887
2721,73,A+,10,7,2022-06-27,Urgent,0.721
2722,72,B+,6,5,2024-06-10,Emergency,0.877
2723,58,B+,5,4,2023-11-10,Urgent,0.862
2724,63,A+,3,2,2023-11-08,Urgent,0.637
2725,63,O+,1,1,2022-01-14,Urgent,0.901
2726,20,B+,3,2,2024-07-21,Routine,0.822
2727,45,A+,2,1,2024-08-20,Urgent,0.605
2728,47,A+,9,6,2024-02-04,Urgent,0.615
2729,13,O+,4,4,2022-12-14,Routine,0.961
2730,27,O+,2,2,2023-05-23,Routine,0.871
2731,33,A+,8,7,2024-08-18,Routine,0.874
2732,61,AB+,5,5,2023-05-01,Emergency,0.902
2733,7,B+,10,6,2023-02-03,Routine,0.608
